-122.3738	0.0000	-2.6496	125.02	-0.00	125.02	0.11	0.03	0.95	8.16	-9.07	150.23	
-122.6474	0.0000	-0.5509	123.20	-0.00	123.20	-0.08	-0.07	0.87	8.18	-9.53	152.49	
-123.1075	0.0000	-0.9297	124.04	-0.00	124.04	0.01	0.05	0.91	8.21	-9.91	152.74	
-123.2394	0.0000	-0.2656	123.50	-0.00	123.50	-0.10	-0.13	0.90	8.22	-10.25	153.85	
-124.0521	0.0000	-1.6445	125.70	-0.00	125.70	-0.10	-0.01	1.08	8.27	-10.58	154.09	
-126.0088	0.0000	-3.9456	129.95	-0.00	129.95	-0.19	-0.05	0.97	8.40	-10.96	158.33	
-128.2969	0.0000	-4.6256	132.92	-0.00	132.92	-0.14	0.00	0.90	8.55	-11.41	161.17	
-130.6931	0.0000	-4.8286	135.52	-0.00	135.52	-0.05	0.20	0.87	8.71	-11.92	161.53	
-132.9778	0.0000	-4.6150	137.59	-0.00	137.59	-0.07	-0.14	0.73	8.87	-12.46	164.31	
-134.7750	0.0000	-3.6222	138.40	-0.00	138.40	-0.23	-0.08	0.99	8.98	-12.96	164.55	
-137.3899	0.0000	-5.2821	142.67	-0.00	142.67	-0.11	0.18	0.90	9.16	-13.49	166.99	
-138.3074	0.0000	-1.8508	140.16	-0.00	140.16	-0.10	0.06	1.00	9.22	-13.98	167.13	
-139.2963	0.0000	-1.9959	141.29	-0.00	141.29	0.08	0.32	0.82	9.29	-14.46	171.51	
-139.1742	0.0000	0.2461	138.93	-0.00	138.93	-0.07	0.08	0.73	9.28	-14.95	171.52	
-139.1529	0.0000	0.0430	139.11	-0.00	139.11	-0.08	0.31	1.08	9.28	-15.43	173.89	
-138.9501	0.0000	0.4087	138.54	-0.00	138.54	0.09	0.21	0.99	9.26	-16.00	173.85	
-138.2049	0.0000	1.5054	136.70	-0.00	136.70	-0.05	0.32	1.33	9.21	-16.52	178.14	
-137.7975	0.0000	0.8210	136.98	-0.00	136.98	-0.10	0.22	1.12	9.19	-17.07	178.04	
-137.8943	0.0000	-0.1951	138.09	-0.00	138.09	-0.02	0.16	0.89	9.19	-17.68	-177.74	
-137.7916	0.0000	0.2053	137.59	-0.00	137.59	0.05	0.23	0.83	9.19	-18.31	-177.87	
-137.6902	0.0000	0.2031	137.49	-0.00	137.49	-0.02	0.29	0.94	9.18	-18.96	-175.20	
-136.5804	0.0000	2.2163	134.36	-0.00	134.36	0.14	0.25	1.02	9.11	-19.59	-175.44	
-134.7706	0.0000	3.6316	131.14	-0.00	131.14	0.13	0.15	0.94	8.98	-20.18	-173.50	
-132.8737	0.0000	3.7867	129.09	-0.00	129.09	0.10	0.06	1.11	8.86	-20.69	-173.78	
-131.8364	0.0000	2.0779	129.76	-0.00	129.76	0.07	0.18	1.00	8.79	-21.22	-171.63	
-131.0099	0.0000	1.6515	129.36	-0.00	129.36	0.08	0.15	1.05	8.73	-21.70	-171.84	
-129.8671	0.0000	2.2888	127.58	-0.00	127.58	-0.02	0.25	0.97	8.66	-22.21	-170.87	
-127.6045	0.0000	4.5223	123.08	-0.00	123.08	-0.11	0.19	1.10	8.51	-22.66	-171.18	
