1.658252	-1.218113	-110.975899	
1.662403	-1.214632	-110.960007	
1.667168	-1.208938	-110.936424	
1.671459	-1.204398	-110.917053	
1.675268	-1.200205	-110.899345	
1.683853	-1.195266	-108.970558	
1.694833	-1.191274	-108.945801	
1.699803	-1.190066	-108.936523	
1.701933	-1.187578	-108.926239	
1.705006	-1.185118	-108.915024	
1.707123	-1.185316	-109.413475	
1.707812	-1.185901	-109.414574	
1.704330	-1.188237	-109.425850	
1.698369	-1.188913	-109.434616	
1.689808	-1.189599	-109.446312	
1.680438	-1.189611	-109.456772	
1.670010	-1.189871	-109.469215	
1.659121	-1.189515	-109.480225	
1.646978	-1.185560	-109.481186	
1.635218	-1.183850	-109.488884	
1.623749	-1.179591	-109.488136	
1.614708	-1.176854	-111.075500	
1.609038	-1.175252	-111.077286	
1.600061	-1.171207	-111.075348	
1.590506	-1.166959	-111.073456	
1.581787	-1.163994	-111.074615	
1.578892	-1.160670	-109.252716	
1.582856	-1.161579	-109.251213	
1.587101	-1.163386	-109.252304	
1.591596	-1.162335	-109.243874	
1.590075	-1.158561	-109.233376	
1.589900	-1.157578	-109.230400	
1.600512	-1.157661	-111.440895	
1.612616	-1.158737	-111.429649	
1.619231	-1.159697	-111.424660	
1.618882	-1.153618	-111.406265	
1.619869	-1.146430	-111.382843	
1.622141	-1.140990	-110.131142	
1.624039	-1.139867	-110.125389	
1.623738	-1.136777	-110.115944	
1.619026	-1.133954	-110.112419	
1.607984	-1.130759	-110.114998	
1.596584	-1.127049	-110.116364	
1.588748	-1.126325	-109.687943	
1.583153	-1.129999	-109.706146	
1.573335	-1.131068	-109.720810	
1.560542	-1.130782	-109.734535	
1.545661	-1.130178	-109.749649	
1.535481	-1.129875	-111.739807	
1.529588	-1.130835	-111.750198	
1.522973	-1.133501	-111.766891	
1.515064	-1.132560	-111.773819	
1.509477	-1.128611	-111.768333	
1.508050	-1.125661	-109.598495	
1.510527	-1.124051	-109.590591	
1.513436	-1.122739	-109.583145	
1.517306	-1.119428	-109.568268	
1.519625	-1.113824	-109.547836	
1.522784	-1.107610	-109.524521	
1.528784	-1.103064	-111.578728	
1.536877	-1.101480	-111.563911	
1.542488	-1.098877	-111.548965	
1.543977	-1.095558	-111.536819	
1.543527	-1.091950	-111.526131	
1.543034	-1.091842	-110.808884	
1.542481	-1.095223	-110.820427	
1.538982	-1.096907	-110.830093	
1.531991	-1.098335	-110.843185	
1.523533	-1.097912	-110.852104	
1.514466	-1.097214	-110.860893	
1.505883	-1.098254	-110.414642	
1.498115	-1.098357	-110.424164	
1.488849	-1.095968	-110.427475	
1.478017	-1.093339	-110.431885	
1.469336	-1.089219	-110.428963	
1.463513	-1.086279	-110.990303	
1.457017	-1.084583	-110.992828	
1.450412	-1.081276	-110.990257	
1.444808	-1.078017	-110.986595	
1.438984	-1.074656	-110.982872	
1.440638	-1.073999	-110.978683	
1.447022	-1.076720	-110.498222	
1.451398	-1.076759	-110.493149	
1.449875	-1.076537	-110.494247	
1.451693	-1.073109	-110.481094	
1.458770	-1.072468	-110.470627	
1.468916	-1.073479	-110.713402	
1.474485	-1.073794	-110.707680	
1.475181	-1.069681	-110.693558	
1.473992	-1.064850	-110.679398	
1.474192	-1.059651	-110.662369	
1.474522	-1.059978	-111.167831	
1.475424	-1.059929	-111.166588	
1.470165	-1.057885	-111.166519	
1.459632	-1.054588	-111.168869	
1.450108	-1.050882	-111.168724	
1.441639	-1.051431	-111.180656	
1.434780	-1.052362	-109.589684	
1.426514	-1.052897	-109.600624	
1.417837	-1.052531	-109.609169	
1.405504	-1.050120	-109.615349	
1.394652	-1.050176	-109.627693	
1.390524	-1.051511	-110.882133	
1.389407	-1.054041	-110.891716	
1.385224	-1.054193	-110.897354	
1.379833	-1.050939	-110.893425	
1.379874	-1.047464	-110.882095	
1.384790	-1.043385	-110.862808	
1.389308	-1.041745	-110.319603	
1.392645	-1.038356	-110.304550	
1.395371	-1.033527	-110.285538	
1.397586	-1.028316	-110.265884	
1.401916	-1.024396	-110.247917	
1.407098	-1.023454	-110.277786	
1.410406	-1.022689	-110.271492	
1.410019	-1.020766	-110.265823	
1.408453	-1.019131	-110.262451	
1.405839	-1.018868	-110.264656	
1.403821	-1.019516	-110.269081	
1.398052	-1.022478	-110.285240	
1.392989	-1.023503	-110.294418	
1.386351	-1.022812	-110.299980	
1.376805	-1.022135	-110.308990	
1.368739	-1.020324	-110.312668	
1.360743	-1.020743	-110.233269	
1.354617	-1.018160	-110.232162	
1.346943	-1.015913	-110.233986	
1.339087	-1.011925	-110.230377	
1.333675	-1.008404	-110.225372	
1.329748	-1.006240	-110.439964	
1.325734	-1.005484	-110.442329	
1.325837	-1.004906	-110.440331	
1.327468	-1.003465	-110.433693	
1.328712	-1.002051	-110.427612	
1.331160	-1.002585	-110.426407	
1.334132	-1.002185	-110.418839	
1.338758	-1.001621	-110.411583	
1.342729	-1.001768	-110.407364	
1.345558	-0.998345	-110.393112	
1.348372	-0.996356	-110.383446	
1.349163	-0.995231	-109.382690	
1.348815	-0.993075	-109.376122	
1.348333	-0.990735	-109.369110	
1.345127	-0.989094	-109.367424	
1.340403	-0.987100	-109.366310	
1.335061	-0.984473	-109.363846	
1.328843	-0.983199	-109.617882	
1.321579	-0.983572	-109.627571	
1.313624	-0.981780	-109.630951	
1.305999	-0.982336	-109.641678	
1.298249	-0.981563	-109.648186	
1.289950	-0.980859	-110.355675	
1.282287	-0.981168	-110.365936	
1.277052	-0.980629	-110.370499	
1.276202	-0.980983	-110.372688	
1.273655	-0.982006	-110.379120	
1.270189	-0.980437	-110.146873	
1.270596	-0.978419	-110.139946	
1.272336	-0.976367	-110.131355	
1.274816	-0.974217	-110.121590	
1.277742	-0.971086	-110.108170	
1.281808	-0.967538	-110.092094	
1.285157	-0.962827	-110.151939	
1.287663	-0.960004	-110.139694	
1.291030	-0.957445	-110.127296	
1.293664	-0.956621	-110.121452	
1.292535	-0.954629	-110.116264	
1.289118	-0.952251	-111.183182	
1.286857	-0.953398	-111.189575	
1.285012	-0.954915	-111.196640	
1.279037	-0.957341	-111.211639	
1.270648	-0.957774	-111.223282	
1.263080	-0.958830	-111.235901	
1.255823	-0.958963	-109.082245	
1.248732	-0.959267	-109.091454	
1.243296	-0.957838	-109.092934	
1.237221	-0.956379	-109.095055	
1.230259	-0.955988	-109.101791	
1.224504	-0.954145	-110.578827	
1.224576	-0.951658	-110.570801	
1.226676	-0.949671	-110.561958	
1.226914	-0.948584	-110.558205	
1.227496	-0.947289	-110.553375	
1.227793	-0.945690	-110.547913	
1.231177	-0.944631	-109.154099	
1.235833	-0.942719	-109.142906	
1.239663	-0.941530	-109.134918	
1.241353	-0.939680	-109.127182	
1.241831	-0.937227	-109.118851	
1.241989	-0.935952	-109.715607	
1.241880	-0.933068	-109.706390	
1.236596	-0.932131	-109.709450	
1.230507	-0.929884	-109.709190	
1.224377	-0.927583	-109.708801	
1.218718	-0.927519	-109.854408	
1.213224	-0.927081	-109.859360	
1.205640	-0.926535	-109.866386	
1.197626	-0.926195	-109.874588	
1.193199	-0.927052	-109.882500	
1.187270	-0.926956	-109.889076	
1.182024	-0.926731	-110.716003	
1.177680	-0.925608	-110.717636	
1.176296	-0.924333	-110.715218	
1.175765	-0.924567	-110.716606	
1.174968	-0.923980	-110.715691	
1.175117	-0.921342	-110.432709	
1.176894	-0.917730	-110.419403	
1.180431	-0.915385	-110.408020	
1.183131	-0.914639	-110.402580	
1.186799	-0.912480	-110.391632	
1.190404	-0.909346	-110.377716	
1.192606	-0.905902	-109.822220	
1.193851	-0.903811	-109.813835	
1.194368	-0.903485	-109.812141	
1.193210	-0.902073	-109.808846	
1.190476	-0.901952	-109.811684	
1.186078	-0.901905	-109.291168	
1.182054	-0.902838	-109.298882	
1.177615	-0.905203	-109.311806	
1.173384	-0.907355	-109.323792	
1.168180	-0.908980	-109.335159	
1.163416	-0.907461	-109.462402	
1.160220	-0.907015	-109.464584	
1.157928	-0.906867	-109.466705	
1.155834	-0.904736	-109.462204	
1.154732	-0.903048	-109.458015	
1.153966	-0.900940	-109.452080	
1.154913	-0.898090	-110.852814	
1.156936	-0.897353	-110.848007	
1.161411	-0.896026	-110.838341	
1.165040	-0.895466	-110.832161	
1.168426	-0.895182	-110.827164	
1.171782	-0.894379	-109.081139	
1.176428	-0.895431	-109.079353	
1.180723	-0.895121	-109.073509	
1.182672	-0.896243	-109.074989	
1.182978	-0.897053	-109.077293	
1.183074	-0.897753	-109.079475	
1.179649	-0.897834	-109.613564	
1.177257	-0.898763	-109.619431	
1.172907	-0.900433	-109.630043	
1.165606	-0.901870	-109.643349	
1.158906	-0.902100	-109.651970	
1.148926	-0.899950	-110.229187	
1.140518	-0.902737	-110.247971	
1.134260	-0.903420	-110.257507	
1.127240	-0.905189	-110.271431	
1.116355	-0.905100	-110.283958	
1.107341	-0.905021	-110.294327	
1.101493	-0.905419	-110.016144	
1.099092	-0.906576	-110.022652	
1.095615	-0.908620	-110.033272	
1.092808	-0.908704	-110.036812	
1.092590	-0.906285	-110.029289	
1.093799	-0.903019	-108.040993	
1.097216	-0.903414	-108.038719	
1.101340	-0.903758	-108.035553	
1.103759	-0.904812	-108.036415	
1.109929	-0.908189	-108.040825	
1.118635	-0.910925	-105.687889	
1.125923	-0.916422	-105.699318	
1.132074	-0.923892	-105.718300	
1.138177	-0.930199	-105.733467	
1.146984	-0.935954	-105.744301	
1.155724	-0.942791	-105.758751	
1.163419	-0.949454	-105.970764	
1.167197	-0.956359	-105.989182	
1.166860	-0.962881	-106.010078	
1.169820	-0.966874	-106.020020	
1.173090	-0.970763	-106.029343	
1.176057	-0.974620	-106.020508	
1.177384	-0.977547	-106.028587	
1.176538	-0.979524	-106.035629	
1.180556	-0.984328	-106.047218	
1.183471	-0.988936	-106.059181	
1.182336	-0.992539	-106.071632	
1.177192	-0.991161	-102.961128	
1.172179	-0.987846	-102.954124	
1.178567	-0.989334	-102.954216	
1.186008	-0.991179	-102.954681	
1.187517	-0.993188	-102.960052	
1.182521	-0.991251	-103.091507	
1.180975	-0.989932	-103.088440	
1.184335	-0.986683	-103.075600	
1.189538	-0.983846	-103.062721	
1.193748	-0.985583	-103.065170	
1.197719	-0.983726	-103.056328	
1.203478	-0.981267	-103.044266	
1.208399	-0.981808	-103.042381	
1.219149	-0.982386	-103.036339	
1.227267	-0.984114	-103.035896	
1.233331	-0.988635	-103.045845	
1.245776	-0.989210	-101.976715	
1.258991	-0.995423	-101.987419	
1.267651	-1.003898	-102.008163	
1.276918	-1.006204	-102.009247	
1.288761	-1.010129	-102.013687	
1.305858	-1.016185	-101.593811	
1.320659	-1.020084	-101.596466	
1.333339	-1.023604	-101.599281	
1.345599	-1.025645	-101.597916	
1.357613	-1.025348	-101.589691	
1.370679	-1.028602	-101.591476	
1.385754	-1.034510	-100.723351	
1.400086	-1.040063	-100.731995	
1.406848	-1.043409	-100.738258	
