P,I,D
  5.6965,-11.3408,  3.0893
  6.5367,-11.2204,  2.3446
  7.2029,-11.0882,  1.8522
  7.8433,-10.9438,  1.7863
  7.8174,-10.8003, -0.0720
  7.4479,-10.6621, -1.0386
  6.5810,-10.5424, -2.3891
  6.1283,-10.4296, -1.2629
  5.5811,-10.3272, -1.5208
  4.6709,-10.2414, -2.5348
  4.6147,-10.1566, -0.1564
  4.1282,-10.0802, -1.3640
  3.5789,-10.0149, -1.5194
  4.2788, -9.9362,  1.9506
  4.7640, -9.8487,  1.3497
  5.4258, -9.7489,  1.8450
  5.6308, -9.6456,  0.5695
  5.8678, -9.5370,  0.6645
  5.9370, -9.4280,  0.1927
  5.9133, -9.3194, -0.0659
  5.7927, -9.2125, -0.3372
  5.9188, -9.1039,  0.3504
  5.8299, -8.9970, -0.2468
  6.6547, -8.8746,  2.2986
  7.3568, -8.7402,  1.9433
  6.5067, -8.6207, -2.3656
  6.5630, -8.5004,  0.1564
  7.1313, -8.3684,  1.5932
  7.4500, -8.2322,  0.8830
  8.9373, -8.0668,  4.1702
 10.7153, -7.8712,  4.9180
 12.2143, -7.6465,  4.1789
 13.5608, -7.3977,  3.7421
 14.7243, -7.1268,  3.2437
 15.8294, -6.8362,  3.0743
 16.8423, -6.5265,  2.8219
 17.3329, -6.2082,  1.3648
 17.9873, -5.8772,  1.8249
 18.2056, -5.5430,  0.6072
 17.4482, -5.2204, -2.1213
 15.8441, -4.9312, -4.4370
 14.4685, -4.6648, -3.8375
 14.1585, -4.4051, -0.8617
 13.1245, -4.1622, -2.8991
 12.4008, -3.9360, -2.0003
 11.0612, -3.7324, -3.7356
 10.0310, -3.5482, -2.8661
  7.7897, -3.4049, -6.2460
  5.7257, -3.2999, -5.7383
  4.1037, -3.2244, -4.5233
  1.9681, -3.1882, -5.9475
  0.0556, -3.1872, -5.3332
  0.0000, -3.1872, -0.1552
  0.0000, -3.1872,  0.0000
  0.0000, -3.1872,  0.0000
  0.0000, -3.1872,  0.0000
 -3.1845, -3.2457, -8.8656
 -6.2559, -3.3598, -8.4926
 -8.9124, -3.5232, -7.3781
-10.9691, -3.7248, -5.7258
-13.3564, -3.9703, -6.6483
-15.2119, -4.2499, -5.1691
-15.9918, -4.5431, -2.1660
-17.7069, -4.8693, -4.7879
-18.6896, -5.2128, -2.7367
-18.7607, -5.5578, -0.1979
-19.4599, -5.9166, -1.9532
-19.7139, -6.2779, -0.7055
-19.9865, -6.6463, -0.7612
-20.8715, -7.0298, -2.4638
-21.1379, -7.4161, -0.7375
-21.0412, -7.8058,  0.2712
-20.7939, -8.1874,  0.6876
-20.8582, -8.5706, -0.1791
-20.8158, -8.9541,  0.1184
-20.6646, -9.3332,  0.4202
-20.5031, -9.7089,  0.4486
-20.0023,-10.0774,  1.3978
-19.7540,-10.4379,  0.6868
-19.7608,-10.8032, -0.0193
-19.3521,-11.1598,  1.1410
-19.0656,-11.5092,  0.7958
-18.6711,-11.8528,  1.0996
-16.9642,-12.1633,  4.7344
-15.4560,-12.4469,  4.1928
-15.0828,-12.7243,  1.0401
-15.2346,-13.0036, -0.4216
-14.9033,-13.2790,  0.9277
-14.3515,-13.5425,  1.5352
-14.1427,-13.8018,  0.5799
-13.4663,-14.0503,  1.8912
-12.7159,-14.2830,  2.0808
-12.5409,-14.5133,  0.4868
-12.1431,-14.7379,  1.1150
-11.6515,-14.9502,  1.3569
-10.5764,-15.1452,  3.0043
 -9.6330,-15.3218,  2.6201
 -9.2733,-15.4924,  1.0030
 -8.8351,-15.6544,  1.2172
 -8.0023,-15.8017,  2.3225
 -7.5810,-15.9410,  1.1733
 -6.3962,-16.0587,  3.3008
 -5.8171,-16.1655,  1.6112
 -6.0427,-16.2766, -0.6287
 -4.2281,-16.3546,  5.0739
 -2.9442,-16.4085,  3.5624
 -1.9530,-16.4444,  2.7557
 -1.4074,-16.4703,  1.5208
  0.0000,-16.4703,  3.9076
  0.0000,-16.4703,  0.0000
 -0.3673,-16.4770, -1.0209
 -0.2127,-16.4809,  0.4288
 -0.9410,-16.4982, -2.0255
 -1.0610,-16.5177, -0.3341
 -1.7391,-16.5496, -1.8876
 -1.7556,-16.5818, -0.0460
 -1.8800,-16.6166, -0.3486
 -2.0564,-16.6544, -0.4913
 -1.2004,-16.6764,  2.3775
 -0.8022,-16.6911,  1.1041
 -1.1306,-16.7119, -0.9163
 -0.1399,-16.7145,  2.7666
  0.0000,-16.7145,  0.3891
  0.0000,-16.7145,  0.0000
  0.0000,-16.7145,  0.0000
  0.0000,-16.7145,  0.0000
  0.0000,-16.7145,  0.0000
  0.0000,-16.7145,  0.0000
  0.0000,-16.7145,  0.0000
 -0.3771,-16.7214, -1.0541
 -0.9702,-16.7391, -1.6372
 -1.1870,-16.7609, -0.6031
 -1.6437,-16.7912, -1.2741
 -0.9696,-16.8089,  1.8716
 -0.4514,-16.8172,  1.4471
 -0.0642,-16.8184,  1.0793
 -0.8011,-16.8332, -2.0570
 -1.5985,-16.8625, -2.2146
 -0.7281,-16.8758,  2.4108
 -1.2229,-16.8984, -1.3849
 -1.4893,-16.9256, -0.7380
 -1.6053,-16.9553, -0.3249
 -2.6008,-17.0031, -2.7716
 -3.1788,-17.0611, -1.5987
 -3.2768,-17.1214, -0.2729
 -2.7655,-17.1725,  1.4321
 -2.7941,-17.2235, -0.0793
 -3.9850,-17.2974, -3.3467
 -5.5339,-17.3981, -4.2683
 -6.3080,-17.5144, -2.1624
 -7.7610,-17.6566, -4.0353
 -7.8562,-17.8012, -0.2655
 -8.7695,-17.9630, -2.5539
 -9.9204,-18.1444, -3.1878
 -9.7571,-18.3239,  0.4554
-11.7898,-18.5415, -5.6838
-12.2308,-18.7654, -1.2231
-11.4028,-18.9748,  2.3042
-12.5225,-19.2046, -3.1130
-12.9547,-19.4430, -1.2053
-13.5830,-19.6917, -1.7427
-14.9473,-19.9659, -3.7931
-14.6818,-20.2368,  0.7422
-15.9921,-20.5322, -3.6676
-16.3581,-20.8308, -1.0121
-16.2022,-21.1293,  0.4353
-15.7116,-21.4193,  1.3723
-16.7409,-21.7257, -2.8538
-17.9844,-22.0553, -3.4538
-18.2612,-22.3914, -0.7719
-18.5331,-22.7339, -0.7613
-19.1510,-23.0861, -1.7214
-19.6881,-23.4452, -1.4845
-21.6948,-23.8447, -5.5981
-22.7155,-24.2611, -2.8349
-24.5984,-24.7133, -5.2454
-25.5280,-25.1832, -2.5922
-25.9447,-25.6599, -1.1602
-26.3619,-26.1433, -1.1592
-25.5353,-26.6133,  2.3053
-23.5355,-27.0457,  5.5674
-22.8265,-27.4657,  1.9763
-23.5282,-27.8967, -1.9476
-24.9383,-28.3563, -3.9374
-26.5976,-28.8439, -4.6084
-26.8792,-29.3381, -0.7845
-27.8870,-29.8522, -2.8153
-29.5107,-30.3930, -4.5080
-29.6499,-30.9391, -0.3884
-29.8825,-31.4904, -0.6504
-29.9838,-32.0413, -0.2820
-29.9906,-32.5927, -0.0189
-29.3423,-33.1337,  1.8111
-31.5627,-33.7103, -6.1461
-32.0062,-34.2956, -1.2288
-31.6984,-34.8788,  0.8582
-32.3127,-35.4757, -1.7195
-32.8818,-36.0764, -1.5751
-34.6327,-36.7124, -4.8714
-33.8556,-37.3380,  2.1760
-34.5425,-37.9699, -1.9039
-35.7522,-38.6270, -3.3689
-36.5671,-39.2971, -2.2623
-37.0266,-39.9844, -1.2922
-37.0224,-40.6588,  0.0115
-37.4712,-41.3564, -1.2659
-38.4087,-42.0550, -2.5834
-38.0483,-42.7562,  1.0065
-39.0992,-43.4715, -2.9130
-40.6565,-44.2200, -4.3442
-40.4971,-44.9661,  0.4449
-41.1018,-45.7255, -1.6925
-42.7649,-46.5030, -4.5812
-43.6963,-47.3072, -2.5975
-42.3494,-48.0869,  3.7573
-42.4327,-48.8674, -0.2319
-43.6118,-49.6690, -3.2839
-43.8715,-50.4734, -0.7213
-44.3224,-51.2906, -1.2597
-47.0912,-52.1529, -7.6820
-48.0130,-53.0360, -2.5688
-49.7679,-53.9495, -4.8807
-50.3985,-54.8737, -1.7520
-49.3813,-55.7819,  2.8347
-50.3276,-56.7060, -2.6327
-50.4025,-57.6328, -0.2088
-49.8078,-58.5529,  1.6648
-49.6736,-59.4622,  0.3723
-49.9644,-60.3834, -0.8124
-50.6456,-61.3140, -1.8966
-52.5268,-62.2732, -5.2051
-54.0797,-63.2682, -4.3293
-56.0089,-64.2966, -5.3670
-55.6758,-65.3224,  0.9298
-55.7170,-66.3503, -0.1151
-55.2178,-67.3659,  1.3912
-55.9764,-68.3882, -2.0992
-58.6954,-69.4688, -7.5848
-61.0936,-70.5872, -6.6517
-63.9072,-71.7686, -7.8806
-64.8129,-72.9522, -2.5062
-65.6688,-74.1609, -2.3867
-64.9144,-75.3577,  2.1072
-63.1064,-76.5164,  5.0300
-65.2953,-77.7088, -6.0568
-67.7775,-78.9614, -6.9500
-71.9518,-80.0000,-11.5974
-74.5465,-80.0000, -7.2578
-76.3989,-80.0000, -5.1363
-75.8867,-80.0000,  1.4284
-74.7960,-80.0000,  4.2352
-71.8293,-80.0000,  6.1434
-75.2512,-80.0000, -8.1836
-80.0896,-80.0000,-13.4927
-83.7922,-80.0000,-10.3184
-86.9926,-80.0000, -8.9429
-88.7677,-80.0000, -4.9352
-93.7079,-80.0000,-13.7767
-96.0206,-80.0000, -8.7162
-91.1261,-80.0000, 13.7509
-89.8020,-80.0000,  2.6268
-91.0453,-80.0000, -3.2078
-97.6527,-80.0000,-18.2890
-107.9157,-80.0000,-28.6492
-113.8636,-80.0000,-17.0300
-116.1578,-80.0000, -6.5712
-122.7431,-80.0000,-18.8674
-121.9040,-80.0000,  2.4097
-124.1128,-80.0000, -6.3014
-129.1918,-80.0000,-14.5614
-132.5061,-80.0000, -9.4864
-141.4638,-80.0000,-25.8929
-149.6399,-80.0000,-23.3713
-156.4880,-80.0000,-19.6593
-162.6306,-80.0000,-17.5757
-170.3847,-80.0000,-22.2676
-178.2928,-80.0000,-22.6200
-186.4522,-80.0000,-23.4236
-193.6650,-80.0000,-20.6384
-201.2821,-80.0000,-21.8883
-209.1640,-80.0000,-22.5451
-215.5342,-80.0000,-18.2873
-221.9830,-80.0000,-18.4399
-229.6725,-80.0000,-22.1181
